hospital,address,service_name,price,duration,discount,treatment_type,duration_minutes,service_name_translated
Clínica Dra. Elisa de Carvalho Prieto Saude & Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Clínica Dra. Elisa de Carvalho Prieto Saude & Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Clínica Dra. Elisa de Carvalho Prieto Saude & Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Nova Imagem,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Nova Imagem,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Nova Imagem,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Nova Imagem,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Nova Imagem,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Nova Imagem,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Espaço Pollyanna Ferreira - Saúde e Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Clinica Palacio,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Franquia Posê Bueno,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Franquia Posê Araguaia Shopping,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Centro Estetico Adrielly Freitas,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Cris Santos Emagrecimento e Estetica,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Buffon Bioestética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Clínica Mariana Bubanz,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Serene Epilação & Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Lash Lov Beauty Center,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
